dt,Цена на арматуру,year,month,week,day_of_week,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_roll_mean_2,price_roll_mean_4
2020-06-08,33000,2020,6,24,0,33000.0,33500.0,33500.0,33500.0,33000.0,33250.0
2020-06-15,33000,2020,6,25,0,33000.0,33000.0,33500.0,33500.0,33000.0,33125.0
2020-06-22,33700,2020,6,26,0,33000.0,33000.0,33000.0,33500.0,33350.0,33175.0
2020-06-29,34500,2020,6,27,0,33700.0,33000.0,33000.0,33000.0,34100.0,33550.0
2020-07-06,34500,2020,7,28,0,34500.0,33700.0,33000.0,33000.0,34500.0,33925.0
2020-07-13,35000,2020,7,29,0,34500.0,34500.0,33700.0,33000.0,34750.0,34425.0
2020-07-20,35000,2020,7,30,0,35000.0,34500.0,34500.0,33700.0,35000.0,34750.0
2020-07-27,35100,2020,7,31,0,35000.0,35000.0,34500.0,34500.0,35050.0,34900.0
2020-08-03,35100,2020,8,32,0,35100.0,35000.0,35000.0,34500.0,35100.0,35050.0
2020-08-10,35200,2020,8,33,0,35100.0,35100.0,35000.0,35000.0,35150.0,35100.0
2020-08-17,35500,2020,8,34,0,35200.0,35100.0,35100.0,35000.0,35350.0,35225.0
2020-08-24,36500,2020,8,35,0,35500.0,35200.0,35100.0,35100.0,36000.0,35575.0
2020-08-31,37200,2020,8,36,0,36500.0,35500.0,35200.0,35100.0,36850.0,36100.0
2020-09-07,37500,2020,9,37,0,37200.0,36500.0,35500.0,35200.0,37350.0,36675.0
2020-09-14,37500,2020,9,38,0,37500.0,37200.0,36500.0,35500.0,37500.0,37175.0
2020-09-21,38000,2020,9,39,0,37500.0,37500.0,37200.0,36500.0,37750.0,37550.0
2020-09-28,38500,2020,9,40,0,38000.0,37500.0,37500.0,37200.0,38250.0,37875.0
2020-10-05,39500,2020,10,41,0,38500.0,38000.0,37500.0,37500.0,39000.0,38375.0
2020-10-12,40000,2020,10,42,0,39500.0,38500.0,38000.0,37500.0,39750.0,39000.0
2020-10-19,39500,2020,10,43,0,40000.0,39500.0,38500.0,38000.0,39750.0,39375.0
2020-10-26,39500,2020,10,44,0,39500.0,40000.0,39500.0,38500.0,39500.0,39625.0
2020-11-02,39500,2020,11,45,0,39500.0,39500.0,40000.0,39500.0,39500.0,39625.0
2020-11-09,39500,2020,11,46,0,39500.0,39500.0,39500.0,40000.0,39500.0,39500.0
2020-11-16,39500,2020,11,47,0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0
2020-11-23,39500,2020,11,48,0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0
2020-11-30,41500,2020,11,49,0,39500.0,39500.0,39500.0,39500.0,40500.0,40000.0
2020-12-07,42500,2020,12,50,0,41500.0,39500.0,39500.0,39500.0,42000.0,40750.0
2020-12-14,51000,2020,12,51,0,42500.0,41500.0,39500.0,39500.0,46750.0,43625.0
2020-12-21,58000,2020,12,52,0,51000.0,42500.0,41500.0,39500.0,54500.0,48250.0
2020-12-28,61000,2020,12,53,0,58000.0,51000.0,42500.0,41500.0,59500.0,53125.0
2021-01-04,61000,2021,1,1,0,61000.0,58000.0,51000.0,42500.0,61000.0,57750.0
2021-01-11,61000,2021,1,2,0,61000.0,61000.0,58000.0,51000.0,61000.0,60250.0
2021-01-18,62000,2021,1,3,0,61000.0,61000.0,61000.0,58000.0,61500.0,61250.0
2021-01-25,62000,2021,1,4,0,62000.0,61000.0,61000.0,61000.0,62000.0,61500.0
2021-02-01,59000,2021,2,5,0,62000.0,62000.0,61000.0,61000.0,60500.0,61000.0
2021-02-08,55000,2021,2,6,0,59000.0,62000.0,62000.0,61000.0,57000.0,59500.0
2021-02-15,51500,2021,2,7,0,55000.0,59000.0,62000.0,62000.0,53250.0,56875.0
2021-02-22,48500,2021,2,8,0,51500.0,55000.0,59000.0,62000.0,50000.0,53500.0
2021-03-01,48000,2021,3,9,0,48500.0,51500.0,55000.0,59000.0,48250.0,50750.0
2021-03-08,49000,2021,3,10,0,48000.0,48500.0,51500.0,55000.0,48500.0,49250.0
2021-03-15,50500,2021,3,11,0,49000.0,48000.0,48500.0,51500.0,49750.0,49000.0
2021-03-22,50800,2021,3,12,0,50500.0,49000.0,48000.0,48500.0,50650.0,49575.0
2021-03-29,51500,2021,3,13,0,50800.0,50500.0,49000.0,48000.0,51150.0,50450.0
2021-04-05,53500,2021,4,14,0,51500.0,50800.0,50500.0,49000.0,52500.0,51575.0
2021-04-12,54500,2021,4,15,0,53500.0,51500.0,50800.0,50500.0,54000.0,52575.0
2021-04-19,58500,2021,4,16,0,54500.0,53500.0,51500.0,50800.0,56500.0,54500.0
2021-04-26,60500,2021,4,17,0,58500.0,54500.0,53500.0,51500.0,59500.0,56750.0
2021-05-03,62500,2021,5,18,0,60500.0,58500.0,54500.0,53500.0,61500.0,59000.0
2021-05-10,63500,2021,5,19,0,62500.0,60500.0,58500.0,54500.0,63000.0,61250.0
2021-05-17,67000,2021,5,20,0,63500.0,62500.0,60500.0,58500.0,65250.0,63375.0
2021-05-24,71900,2021,5,21,0,67000.0,63500.0,62500.0,60500.0,69450.0,66225.0
2021-05-31,71900,2021,5,22,0,71900.0,67000.0,63500.0,62500.0,71900.0,68575.0
2021-06-07,72500,2021,6,23,0,71900.0,71900.0,67000.0,63500.0,72200.0,70825.0
2021-06-14,74000,2021,6,24,0,72500.0,71900.0,71900.0,67000.0,73250.0,72575.0
2021-06-21,74000,2021,6,25,0,74000.0,72500.0,71900.0,71900.0,74000.0,73100.0
2021-06-28,74000,2021,6,26,0,74000.0,74000.0,72500.0,71900.0,74000.0,73625.0
2021-07-05,74000,2021,7,27,0,74000.0,74000.0,74000.0,72500.0,74000.0,74000.0
2021-07-12,73500,2021,7,28,0,74000.0,74000.0,74000.0,74000.0,73750.0,73875.0
2021-07-19,72500,2021,7,29,0,73500.0,74000.0,74000.0,74000.0,73000.0,73500.0
2021-07-26,71500,2021,7,30,0,72500.0,73500.0,74000.0,74000.0,72000.0,72875.0
2021-08-02,69500,2021,8,31,0,71500.0,72500.0,73500.0,74000.0,70500.0,71750.0
2021-08-09,66000,2021,8,32,0,69500.0,71500.0,72500.0,73500.0,67750.0,69875.0
2021-08-16,65000,2021,8,33,0,66000.0,69500.0,71500.0,72500.0,65500.0,68000.0
2021-08-23,63500,2021,8,34,0,65000.0,66000.0,69500.0,71500.0,64250.0,66000.0
2021-08-30,62000,2021,8,35,0,63500.0,65000.0,66000.0,69500.0,62750.0,64125.0
2021-09-06,59000,2021,9,36,0,62000.0,63500.0,65000.0,66000.0,60500.0,62375.0
2021-09-13,56500,2021,9,37,0,59000.0,62000.0,63500.0,65000.0,57750.0,60250.0
2021-09-20,55000,2021,9,38,0,56500.0,59000.0,62000.0,63500.0,55750.0,58125.0
2021-09-27,54000,2021,9,39,0,55000.0,56500.0,59000.0,62000.0,54500.0,56125.0
2021-10-04,56800,2021,10,40,0,54000.0,55000.0,56500.0,59000.0,55400.0,55575.0
2021-10-11,59000,2021,10,41,0,56800.0,54000.0,55000.0,56500.0,57900.0,56200.0
2021-10-18,64000,2021,10,42,0,59000.0,56800.0,54000.0,55000.0,61500.0,58450.0
2021-10-25,73000,2021,10,43,0,64000.0,59000.0,56800.0,54000.0,68500.0,63200.0
2021-11-01,77000,2021,11,44,0,73000.0,64000.0,59000.0,56800.0,75000.0,68250.0
2021-11-08,79000,2021,11,45,0,77000.0,73000.0,64000.0,59000.0,78000.0,73250.0
2021-11-15,78000,2021,11,46,0,79000.0,77000.0,73000.0,64000.0,78500.0,76750.0
2021-11-22,72500,2021,11,47,0,78000.0,79000.0,77000.0,73000.0,75250.0,76625.0
2021-11-29,64000,2021,11,48,0,72500.0,78000.0,79000.0,77000.0,68250.0,73375.0
2021-12-06,61500,2021,12,49,0,64000.0,72500.0,78000.0,79000.0,62750.0,69000.0
2021-12-13,60500,2021,12,50,0,61500.0,64000.0,72500.0,78000.0,61000.0,64625.0
2021-12-20,61500,2021,12,51,0,60500.0,61500.0,64000.0,72500.0,61000.0,61875.0
2021-12-27,62500,2021,12,52,0,61500.0,60500.0,61500.0,64000.0,62000.0,61500.0
2022-01-03,63500,2022,1,1,0,62500.0,61500.0,60500.0,61500.0,63000.0,62000.0
2022-01-10,63500,2022,1,2,0,63500.0,62500.0,61500.0,60500.0,63500.0,62750.0
2022-01-17,63700,2022,1,3,0,63500.0,63500.0,62500.0,61500.0,63600.0,63300.0
2022-01-24,62500,2022,1,4,0,63700.0,63500.0,63500.0,62500.0,63100.0,63300.0
2022-01-31,62900,2022,1,5,0,62500.0,63700.0,63500.0,63500.0,62700.0,63150.0
2022-02-07,65000,2022,2,6,0,62900.0,62500.0,63700.0,63500.0,63950.0,63525.0
2022-02-14,65500,2022,2,7,0,65000.0,62900.0,62500.0,63700.0,65250.0,63975.0
2022-02-21,69000,2022,2,8,0,65500.0,65000.0,62900.0,62500.0,67250.0,65600.0
2022-02-28,78000,2022,2,9,0,69000.0,65500.0,65000.0,62900.0,73500.0,69375.0
2022-03-07,77000,2022,3,10,0,78000.0,69000.0,65500.0,65000.0,77500.0,72375.0
2022-03-14,74000,2022,3,11,0,77000.0,78000.0,69000.0,65500.0,75500.0,74500.0
2022-03-21,67000,2022,3,12,0,74000.0,77000.0,78000.0,69000.0,70500.0,74000.0
2022-03-28,69500,2022,3,13,0,67000.0,74000.0,77000.0,78000.0,68250.0,71875.0
2022-04-04,69500,2022,4,14,0,69500.0,67000.0,74000.0,77000.0,69500.0,70000.0
2022-04-11,67500,2022,4,15,0,69500.0,69500.0,67000.0,74000.0,68500.0,68375.0
2022-04-18,64000,2022,4,16,0,67500.0,69500.0,69500.0,67000.0,65750.0,67625.0
2022-04-25,61500,2022,4,17,0,64000.0,67500.0,69500.0,69500.0,62750.0,65625.0
2022-05-02,58000,2022,5,18,0,61500.0,64000.0,67500.0,69500.0,59750.0,62750.0
2022-05-09,56000,2022,5,19,0,58000.0,61500.0,64000.0,67500.0,57000.0,59875.0
2022-05-16,54000,2022,5,20,0,56000.0,58000.0,61500.0,64000.0,55000.0,57375.0
2022-05-23,50000,2022,5,21,0,54000.0,56000.0,58000.0,61500.0,52000.0,54500.0
2022-05-30,46000,2022,5,22,0,50000.0,54000.0,56000.0,58000.0,48000.0,51500.0
2022-06-06,43500,2022,6,23,0,46000.0,50000.0,54000.0,56000.0,44750.0,48375.0
2022-06-13,42000,2022,6,24,0,43500.0,46000.0,50000.0,54000.0,42750.0,45375.0
2022-06-20,43000,2022,6,25,0,42000.0,43500.0,46000.0,50000.0,42500.0,43625.0
2022-06-27,44000,2022,6,26,0,43000.0,42000.0,43500.0,46000.0,43500.0,43125.0
2022-07-04,45000,2022,7,27,0,44000.0,43000.0,42000.0,43500.0,44500.0,43500.0
2022-07-11,45500,2022,7,28,0,45000.0,44000.0,43000.0,42000.0,45250.0,44375.0
2022-07-18,47000,2022,7,29,0,45500.0,45000.0,44000.0,43000.0,46250.0,45375.0
2022-07-25,47500,2022,7,30,0,47000.0,45500.0,45000.0,44000.0,47250.0,46250.0
2022-08-01,47500,2022,8,31,0,47500.0,47000.0,45500.0,45000.0,47500.0,46875.0
2022-08-08,49000,2022,8,32,0,47500.0,47500.0,47000.0,45500.0,48250.0,47750.0
2022-08-15,47500,2022,8,33,0,49000.0,47500.0,47500.0,47000.0,48250.0,47875.0
2022-08-22,46500,2022,8,34,0,47500.0,49000.0,47500.0,47500.0,47000.0,47625.0
2022-08-29,46000,2022,8,35,0,46500.0,47500.0,49000.0,47500.0,46250.0,47250.0
